id,district,state,state_code,year,state_tier,population,population_density,urban_population_pct,rural_population_pct,sc_st_population_pct,working_age_population_pct,female_male_ratio,gdp_per_capita,gsdp_growth_rate,poverty_rate,unemployment_rate,average_household_income,tax_revenue_per_capita,credit_deposit_ratio,imr,mmr,u5mr,life_expectancy,hospital_beds_per_1000,doctors_per_1000,health_centres_count,immunization_coverage_pct,malnutrition_rate,health_alloc_cr,health_spent_cr,health_efficiency,literacy_rate,ger_primary,ger_secondary,ger_higher,dropout_rate_primary,dropout_rate_secondary,student_teacher_ratio,schools_per_1000,gender_parity_index,education_alloc_cr,education_spent_cr,education_efficiency,agricultural_land_pct,irrigation_coverage_pct,crop_yield_index,farmer_income_inr,msp_benefit_pct,kisan_credit_coverage,drought_frequency_index,agriculture_alloc_cr,agriculture_spent_cr,agriculture_efficiency,road_density,nh_connectivity_index,railway_density,electrification_rate,internet_penetration_pct,mobile_connectivity_pct,infrastructure_alloc_cr,infrastructure_spent_cr,infrastructure_efficiency,safe_water_access_pct,sanitation_coverage_pct,groundwater_stress_index,renewable_energy_pct,energy_consumption_per_capita,water_alloc_cr,energy_alloc_cr,health_outcome_score,education_outcome_score,agriculture_outcome_score,infrastructure_outcome_score,overall_welfare_score,citizen_satisfaction_score,health_need_index,education_need_index,infrastructure_need_index,overall_need_index,uplift_multiplier,absorption_capacity
159,Bhubaneswar,Odisha,OD,2022,C,674658,5935,47.6,52.4,29.4,65.3,0.99,106485.0,10.1,41.5,9.0,105781.0,5691.0,69.2,50.2,174.0,78.4,65.7,1.29,0.57,55,71.6,32.4,258.32,163.4,0.633,81.3,93.6,70.2,29.9,5.0,16.5,36.0,3.01,0.935,303.63,184.99,0.609,55.3,61.4,82.6,61969.0,53.7,55.9,0.28,300.8,253.99,0.844,1.11,83.1,0.0429,73.8,50.8,57.1,462.14,291.65,0.631,51.8,51.0,0.31,19.6,601.0,149.38,173.46,55.9,50.5,60.8,50.9,54.3,3.0,64.1,48.3,48.5,53.6,0.9,0.679
160,Bhubaneswar,Odisha,OD,2023,C,689899,6254,48.0,52.0,23.5,62.3,0.926,109393.0,6.5,34.8,10.7,109893.0,5769.0,77.8,48.4,165.0,75.5,64.6,1.5,0.76,78,73.4,31.0,260.59,169.82,0.652,82.0,99.0,77.4,31.9,6.6,14.7,41.0,3.56,0.925,312.61,248.72,0.796,54.0,49.6,85.3,68282.0,56.5,32.8,0.5,317.81,263.08,0.828,0.98,54.6,0.039,74.1,56.8,62.2,484.41,254.26,0.525,59.0,45.4,0.87,21.8,624.0,152.03,168.74,63.0,58.7,39.3,45.5,52.8,2.27,62.0,44.7,52.8,53.2,0.9,0.7
161,Bhubaneswar,Odisha,OD,2024,C,695405,2956,45.8,54.2,39.0,67.5,0.974,115211.0,8.9,37.5,8.8,116393.0,5952.0,81.0,40.7,161.0,59.0,66.1,1.14,0.64,48,78.5,28.8,279.74,251.83,0.9,82.9,98.8,71.4,30.9,6.0,12.3,35.0,3.97,0.974,327.27,232.91,0.712,62.4,52.3,83.3,72879.0,69.1,49.8,0.36,314.78,263.8,0.838,1.2,76.4,0.0473,78.4,62.6,64.3,540.26,385.53,0.714,54.4,55.4,0.58,21.4,644.0,167.72,197.52,75.4,59.8,56.4,57.4,63.2,3.29,56.0,42.9,41.9,46.9,0.9,0.791
162,Cuttack,Odisha,OD,2018,C,666855,3848,44.4,55.6,19.3,63.5,0.973,83454.0,10.6,43.5,7.7,80691.0,4741.0,81.9,58.9,214.0,72.3,64.9,1.07,0.48,51,68.2,35.3,197.1,163.87,0.831,76.5,96.5,71.8,28.9,7.8,21.2,42.0,2.94,0.893,250.87,207.93,0.829,63.6,54.8,76.7,52887.0,41.7,63.8,0.47,235.8,181.3,0.769,0.91,52.8,0.026,64.8,20.2,42.9,333.25,280.43,0.842,48.0,36.6,0.49,8.1,498.0,116.08,131.83,26.1,39.0,46.9,27.3,33.8,1.89,71.9,54.2,72.4,66.2,0.9,0.818
163,Cuttack,Odisha,OD,2019,C,672627,1922,40.4,59.6,20.2,68.0,0.949,89290.0,7.2,36.4,11.5,85270.0,5014.0,99.2,57.5,193.0,72.2,65.6,0.84,0.54,28,71.6,31.0,206.92,191.03,0.923,79.7,91.1,68.2,27.9,9.3,13.7,41.0,3.16,0.911,266.43,223.6,0.839,61.7,49.2,76.9,57860.0,42.9,48.8,0.42,248.61,159.64,0.642,0.95,82.7,0.0312,67.9,27.0,47.5,369.13,299.79,0.812,49.9,35.6,0.62,14.2,507.0,126.47,142.61,35.9,45.4,37.7,37.7,39.1,2.2,68.3,46.8,61.6,58.9,0.9,0.804
164,Cuttack,Odisha,OD,2020,C,678208,1892,46.2,53.8,34.2,58.6,0.919,91957.0,9.7,41.9,10.7,91517.0,5060.0,110.2,54.0,196.0,80.6,66.9,1.29,0.7,58,77.0,34.8,219.83,128.24,0.583,78.8,95.3,69.8,24.6,7.5,14.3,41.0,3.18,0.92,264.76,186.35,0.704,52.6,57.9,81.3,57840.0,54.6,36.7,0.94,278.43,198.81,0.714,0.98,79.1,0.0384,70.2,41.6,48.0,401.34,337.01,0.84,50.7,43.3,0.44,12.0,529.0,132.19,145.2,53.9,44.0,31.7,42.2,44.1,2.26,64.2,48.1,56.9,56.4,0.9,0.71
165,Cuttack,Odisha,OD,2021,C,695946,2456,46.1,53.9,24.7,66.7,0.959,101452.0,5.4,38.1,10.7,97934.0,5534.0,118.9,54.8,181.0,87.1,67.2,1.05,0.67,47,69.5,30.4,225.85,189.24,0.838,80.1,94.0,75.6,31.9,8.9,17.5,39.0,3.11,0.907,282.16,206.24,0.731,63.9,46.5,73.2,59940.0,58.7,42.1,0.57,274.21,179.31,0.654,0.84,68.5,0.028,72.7,43.7,52.7,424.14,276.79,0.653,47.0,44.2,0.61,15.2,571.0,143.78,159.97,49.6,51.7,32.0,39.7,44.1,2.42,65.7,49.3,57.8,57.6,0.9,0.719
166,Cuttack,Odisha,OD,2022,C,692397,2415,42.7,57.3,33.0,61.2,0.899,108592.0,7.9,35.3,5.3,102407.0,5758.0,100.8,53.1,157.0,75.8,67.4,1.26,0.6,73,77.1,34.0,260.91,223.94,0.858,81.9,93.7,73.0,32.6,8.5,12.5,39.0,3.21,0.916,306.26,243.15,0.794,44.0,60.5,84.1,67337.0,37.2,52.8,0.55,292.34,209.0,0.715,1.08,47.0,0.0474,74.9,51.5,56.6,456.71,365.66,0.801,51.9,51.0,0.41,16.3,587.0,146.31,165.72,64.7,56.0,46.8,43.7,53.7,2.28,63.1,44.1,55.4,54.2,0.9,0.792
167,Cuttack,Odisha,OD,2023,C,705625,1977,46.1,53.9,25.3,59.7,0.938,112767.0,9.0,32.2,7.0,106175.0,5791.0,88.5,49.7,155.0,69.6,67.0,1.13,0.82,73,77.0,34.0,265.09,239.44,0.903,82.2,97.4,78.8,34.2,6.8,17.3,38.0,3.55,0.914,313.84,271.6,0.865,44.7,52.2,84.7,63578.0,41.3,53.4,0.67,317.96,220.11,0.692,1.04,80.1,0.04,75.7,59.0,56.5,493.05,247.23,0.501,56.1,45.3,0.6,22.9,610.0,154.46,183.78,64.6,59.0,40.9,51.6,55.2,2.92,62.5,47.5,46.9,52.3,0.9,0.74
168,Cuttack,Odisha,OD,2024,C,710912,2222,47.5,52.5,20.9,68.6,0.914,122928.0,3.1,32.8,6.8,108191.0,6158.0,106.6,48.0,145.0,66.1,67.4,1.3,0.84,81,75.1,33.0,297.53,241.7,0.812,81.4,95.1,74.9,30.0,5.0,17.2,38.0,3.67,0.932,355.46,235.02,0.661,59.1,66.5,84.6,73022.0,56.0,39.7,0.39,322.03,161.89,0.503,1.13,61.1,0.0483,76.2,60.8,65.7,524.79,413.8,0.789,59.6,50.2,0.6,21.8,643.0,168.44,190.72,72.5,53.8,55.5,52.1,59.3,2.5,61.0,48.1,47.0,52.0,0.9,0.691
169,Kalahandi,Odisha,OD,2018,C,683939,360,10.0,90.0,20.2,59.8,0.934,59590.0,10.6,42.7,11.6,81802.0,4830.0,71.8,59.8,207.0,85.5,66.4,0.51,0.17,73,66.0,31.9,202.23,133.11,0.658,70.5,97.3,68.2,22.2,6.4,15.0,37.0,2.59,0.896,243.22,200.92,0.826,62.4,54.6,75.5,52813.0,58.4,39.5,0.31,254.07,159.69,0.629,0.46,79.2,0.024,64.0,8.5,40.8,353.52,185.69,0.525,45.9,39.5,0.46,11.3,514.0,116.76,132.15,21.0,28.6,44.0,19.9,27.2,1.59,72.4,56.6,76.0,68.3,0.9,0.66
170,Kalahandi,Odisha,OD,2019,C,689440,176,14.6,85.4,22.7,64.6,0.979,64316.0,4.3,35.1,10.2,91573.0,5089.0,66.2,53.7,185.0,67.9,65.2,0.75,0.36,94,72.5,35.1,203.36,192.91,0.949,71.9,97.5,70.1,26.2,7.8,15.0,41.0,3.5,0.888,252.9,211.48,0.836,50.2,53.5,79.1,56181.0,62.6,48.0,0.86,265.13,220.07,0.83,0.44,52.5,0.0098,66.7,19.9,43.2,386.14,243.6,0.631,45.4,42.0,0.56,12.8,512.0,130.63,138.92,35.6,33.7,38.0,18.7,31.4,1.52,69.0,53.7,76.7,66.5,0.9,0.811
171,Kalahandi,Odisha,OD,2020,C,705015,599,13.6,86.4,37.7,67.0,0.882,67948.0,6.5,35.1,11.6,90273.0,5144.0,79.8,51.5,191.0,81.6,64.1,0.95,0.3,57,68.3,30.7,221.93,152.42,0.687,73.2,96.9,76.7,28.4,6.3,15.5,38.0,3.03,0.926,277.93,201.04,0.723,47.4,45.4,72.5,57153.0,61.4,31.5,0.76,270.15,142.61,0.528,0.71,69.1,0.0147,71.4,17.5,44.0,413.09,323.76,0.784,46.9,36.6,0.81,11.5,531.0,133.84,153.6,37.3,44.8,21.7,28.3,33.8,2.06,67.4,52.4,68.5,62.8,0.9,0.681
172,Kalahandi,Odisha,OD,2021,C,703314,175,14.8,85.2,26.8,65.6,1.005,71699.0,4.1,41.7,11.0,96758.0,5423.0,84.7,52.8,189.0,72.4,65.1,0.95,0.38,72,73.7,30.1,241.09,199.23,0.826,73.6,95.4,69.7,27.7,8.2,15.7,40.0,3.31,0.908,300.85,188.62,0.627,54.6,49.8,71.1,61886.0,50.0,56.3,0.77,291.49,191.11,0.656,0.7,70.5,0.0204,71.6,32.5,47.4,452.83,236.1,0.521,49.1,41.9,0.68,12.5,575.0,145.41,160.28,44.7,37.6,31.3,33.0,37.3,1.79,65.0,52.4,63.6,60.3,0.9,0.658
173,Kalahandi,Odisha,OD,2022,C,717714,152,17.2,82.8,28.5,65.3,0.956,77664.0,5.6,36.4,5.7,100937.0,5681.0,97.2,53.0,170.0,76.5,64.9,1.04,0.31,52,77.7,30.7,247.11,218.13,0.883,72.4,92.5,69.7,27.3,5.4,18.0,37.0,3.7,0.912,311.34,255.35,0.82,56.8,57.6,85.8,62595.0,49.7,64.4,0.3,289.91,170.66,0.589,0.74,57.7,0.0178,72.8,35.1,51.5,460.62,343.36,0.745,57.5,48.7,0.77,16.9,577.0,149.64,174.12,52.5,34.8,63.1,33.2,45.4,2.48,63.7,55.8,63.5,61.0,0.9,0.759
174,Kalahandi,Odisha,OD,2023,C,726296,166,18.9,81.1,18.7,57.1,0.904,81324.0,4.0,39.7,5.2,105628.0,5729.0,95.9,48.4,172.0,76.9,66.5,0.81,0.38,50,79.6,27.8,264.44,209.77,0.793,74.6,97.8,73.7,34.1,6.5,12.1,40.0,3.95,0.914,327.34,247.47,0.756,46.4,63.4,76.5,68810.0,56.8,53.9,0.38,308.56,159.83,0.518,0.66,63.0,0.0327,74.2,42.5,56.9,522.04,464.88,0.891,52.4,53.6,0.67,23.0,614.0,158.23,175.84,61.4,48.7,55.1,36.1,50.6,2.59,59.4,47.6,59.6,55.5,0.9,0.74
175,Kalahandi,Odisha,OD,2024,C,729328,239,19.7,80.3,34.0,61.1,0.996,88207.0,5.3,30.3,6.1,115966.0,6196.0,57.7,43.0,161.0,67.7,67.9,1.08,0.42,73,76.3,33.3,292.9,258.77,0.883,74.3,99.6,74.3,31.6,6.5,11.3,40.0,3.67,0.948,359.53,315.32,0.877,53.6,65.8,74.0,66901.0,53.9,45.2,0.57,326.84,213.69,0.654,0.88,75.7,0.0379,78.7,43.7,58.6,539.19,451.47,0.837,52.3,50.3,0.84,24.1,622.0,164.96,200.42,72.2,50.5,44.5,45.0,54.4,3.06,59.1,46.4,51.6,52.4,0.9,0.813
176,Koraput,Odisha,OD,2018,C,668377,302,13.6,86.4,33.5,62.9,0.981,59819.0,10.1,39.0,8.6,83364.0,4684.0,98.5,51.4,195.0,68.2,63.3,0.51,0.18,45,73.7,33.7,188.16,152.09,0.808,72.0,91.9,67.8,29.7,6.7,18.1,38.0,3.43,0.929,250.56,175.57,0.701,53.1,45.9,81.3,57280.0,46.8,51.3,0.37,244.06,180.6,0.74,0.51,56.1,0.006,66.8,13.9,44.7,349.67,251.59,0.72,42.7,40.0,0.65,9.4,505.0,121.47,121.78,26.8,35.5,42.9,19.5,30.4,1.87,69.1,54.6,76.4,66.7,0.9,0.742
177,Koraput,Odisha,OD,2019,C,678153,188,15.2,84.8,32.8,60.7,0.92,65166.0,8.9,40.3,7.6,91200.0,5008.0,87.4,50.5,187.0,78.3,63.5,0.78,0.34,80,69.3,32.1,218.12,169.85,0.779,69.2,92.0,76.0,23.2,8.1,16.8,42.0,3.36,0.914,248.93,219.44,0.882,53.6,58.4,75.9,58311.0,32.8,55.8,0.49,254.54,138.75,0.545,0.47,49.9,0.0146,69.4,14.7,45.7,354.12,260.79,0.736,46.8,42.8,0.81,10.1,529.0,122.22,137.88,33.3,34.4,40.7,18.7,31.4,1.6,68.3,55.9,76.4,66.9,0.9,0.736
178,Koraput,Odisha,OD,2020,C,684280,302,12.0,88.0,33.5,62.0,0.974,68166.0,3.7,40.8,12.5,95600.0,5214.0,85.2,54.2,174.0,68.6,63.9,0.71,0.37,99,72.3,35.4,228.18,144.16,0.632,69.8,95.4,74.0,32.4,6.8,20.1,38.0,3.39,0.922,264.79,165.52,0.625,44.8,50.9,80.9,57541.0,54.2,38.6,0.81,276.94,220.07,0.795,0.63,55.8,0.0262,67.1,19.9,43.8,406.05,314.49,0.774,50.5,40.2,0.36,16.3,541.0,131.83,147.92,31.8,37.8,31.1,23.3,31.0,2.02,70.5,57.0,73.6,67.0,0.9,0.706
179,Koraput,Odisha,OD,2021,C,694142,511,13.8,86.2,22.2,59.1,0.995,72323.0,6.9,39.5,13.6,94224.0,5507.0,75.0,46.5,170.0,64.8,66.7,0.72,0.42,79,74.0,35.8,248.37,183.37,0.738,74.3,92.1,68.0,27.4,7.4,17.4,39.0,2.92,0.904,299.29,262.7,0.878,57.6,57.1,79.6,60030.0,47.1,55.8,0.63,273.07,235.48,0.862,0.76,56.2,0.0243,73.5,24.0,50.5,429.14,284.99,0.664,54.4,42.8,0.34,12.0,547.0,139.77,160.31,51.2,35.5,44.5,30.4,40.7,1.9,64.8,53.8,66.4,61.7,0.9,0.786
180,Koraput,Odisha,OD,2022,C,702627,199,16.3,83.7,22.9,64.0,0.971,76368.0,5.7,38.0,13.8,101505.0,5579.0,67.9,44.2,170.0,58.9,64.7,0.9,0.29,60,72.1,28.4,264.61,242.51,0.916,72.0,96.3,71.8,29.7,6.5,14.0,40.0,3.03,0.905,315.16,256.26,0.813,53.8,55.5,79.0,63937.0,45.7,49.0,0.62,302.79,233.22,0.77,0.66,64.6,0.0215,73.2,33.5,57.9,474.65,407.95,0.859,55.1,51.7,0.68,21.7,573.0,143.89,169.19,55.3,39.3,39.4,33.9,42.8,1.82,61.5,51.8,61.9,58.4,0.9,0.84
181,Koraput,Odisha,OD,2023,C,722214,282,14.3,85.7,29.0,64.9,0.926,82158.0,10.8,40.0,7.6,105722.0,5795.0,63.7,42.8,168.0,57.6,68.0,1.23,0.33,105,79.6,31.7,271.2,205.41,0.757,73.3,97.5,70.9,32.2,5.5,11.4,38.0,3.58,0.936,315.88,279.82,0.886,55.7,51.4,80.2,66898.0,32.4,54.3,0.82,319.36,184.31,0.577,0.85,62.9,0.0349,72.4,39.9,58.5,490.07,396.24,0.809,56.3,45.2,0.67,20.4,597.0,164.46,186.74,78.5,45.9,30.3,38.8,50.8,2.35,56.3,48.2,58.7,54.4,0.9,0.757
182,Koraput,Odisha,OD,2024,C,720876,234,15.7,84.3,34.8,68.9,0.935,87556.0,7.0,34.2,13.4,112662.0,6062.0,80.3,42.7,147.0,67.2,67.5,1.22,0.43,75,83.7,29.3,283.46,213.83,0.754,74.4,94.3,79.9,37.1,6.4,17.0,40.0,3.8,0.921,337.2,209.98,0.623,43.4,55.9,79.3,67790.0,32.6,52.2,0.44,336.56,169.31,0.503,0.88,92.0,0.0323,78.4,50.3,58.1,569.83,461.21,0.809,59.3,51.6,0.63,24.2,637.0,170.43,184.16,86.5,52.9,41.0,49.7,59.8,2.64,54.0,50.3,46.9,50.4,0.9,0.672
183,Mayurbhanj,Odisha,OD,2018,C,737728,287,14.0,86.0,34.7,65.6,0.937,65782.0,5.6,36.6,11.4,84264.0,4902.0,44.9,58.4,194.0,85.4,63.2,0.79,0.39,50,67.2,35.3,213.99,145.39,0.679,69.0,92.2,74.5,23.6,6.0,20.3,41.0,2.63,0.929,261.1,198.5,0.76,52.6,56.4,70.9,53822.0,34.9,55.4,0.67,259.63,151.37,0.583,0.59,74.4,0.0132,66.8,8.5,42.6,345.51,248.92,0.72,49.7,39.8,0.47,7.5,487.0,126.5,133.98,18.5,32.3,31.7,22.8,25.7,1.93,74.2,58.2,73.8,68.7,0.9,0.686
184,Mayurbhanj,Odisha,OD,2019,C,748516,587,15.5,84.5,29.2,59.0,0.919,67113.0,7.8,43.5,12.7,87920.0,5090.0,65.4,50.9,207.0,67.3,64.6,1.06,0.24,80,75.9,34.4,210.56,147.4,0.7,69.2,93.8,73.9,25.6,7.4,17.9,40.0,3.46,0.897,281.45,219.84,0.781,50.7,48.2,73.8,57902.0,39.2,62.8,0.65,279.33,144.59,0.518,0.53,42.5,0.0134,69.2,11.4,42.9,376.43,250.98,0.667,50.4,39.2,0.74,9.3,534.0,132.38,141.27,41.8,32.1,34.6,17.0,31.7,2.06,65.5,57.5,78.8,67.3,0.9,0.666
185,Mayurbhanj,Odisha,OD,2020,C,758126,162,14.1,85.9,33.2,61.0,0.905,73099.0,7.9,38.4,10.6,90449.0,5283.0,96.9,55.6,179.0,75.7,66.8,0.88,0.39,94,73.4,33.7,226.24,130.71,0.578,69.6,98.3,71.1,27.1,8.7,17.8,40.0,3.0,0.936,283.08,174.66,0.617,48.2,49.3,73.5,60502.0,38.7,54.1,0.31,275.76,191.2,0.693,0.75,81.7,0.0294,69.9,23.8,48.3,427.9,239.13,0.559,49.4,39.9,0.57,13.2,529.0,136.47,145.7,44.8,34.5,39.0,33.5,38.2,2.24,67.2,55.3,63.7,62.1,0.9,0.612
186,Mayurbhanj,Odisha,OD,2021,C,775725,597,13.0,87.0,37.5,62.2,0.897,75929.0,3.9,34.6,5.5,96760.0,5499.0,75.2,51.1,167.0,68.3,67.3,0.62,0.52,64,77.9,31.4,249.6,212.32,0.851,73.5,93.3,77.7,24.4,5.3,17.1,40.0,3.76,0.918,296.6,235.18,0.793,49.9,53.4,77.8,59173.0,49.4,45.1,0.75,301.43,171.93,0.57,0.57,55.8,0.0156,71.9,32.9,52.0,461.39,306.35,0.664,49.1,48.1,0.88,15.5,555.0,149.46,157.03,53.9,41.9,33.3,28.7,40.5,2.03,63.1,53.8,66.7,61.2,0.9,0.72
187,Mayurbhanj,Odisha,OD,2022,C,781705,184,12.9,87.1,39.5,69.0,1.004,81028.0,5.0,37.6,8.8,99701.0,5590.0,79.8,44.1,163.0,53.2,67.2,1.0,0.31,101,71.2,32.9,278.95,241.34,0.865,71.3,99.3,78.2,30.4,6.6,12.2,39.0,3.31,0.948,324.29,265.51,0.819,45.8,50.1,73.2,61418.0,51.7,60.8,0.68,314.73,238.76,0.759,0.65,62.3,0.0203,74.3,30.6,49.1,497.79,436.54,0.877,54.1,49.8,0.7,18.0,593.0,159.1,169.63,62.8,48.7,38.3,31.1,46.4,2.56,62.0,49.5,64.6,58.7,0.9,0.83
188,Mayurbhanj,Odisha,OD,2023,C,784326,450,15.7,84.3,37.4,61.0,0.934,87768.0,7.1,36.4,12.7,107126.0,5904.0,45.1,43.5,157.0,60.8,68.4,1.25,0.58,56,82.1,33.0,287.34,238.69,0.831,72.1,93.7,78.3,32.5,5.9,15.3,40.0,3.63,0.934,335.89,233.11,0.694,63.1,56.5,79.5,66907.0,65.4,54.2,0.74,325.59,166.39,0.511,0.87,90.2,0.035,77.7,43.2,59.3,550.83,407.74,0.74,51.3,48.9,0.88,19.3,622.0,159.03,183.54,82.8,48.1,47.4,47.3,58.2,3.19,56.0,50.9,49.3,52.1,0.9,0.694
189,Mayurbhanj,Odisha,OD,2024,C,793974,780,14.5,85.5,21.4,67.7,0.896,89965.0,3.1,37.2,10.6,113874.0,6028.0,52.5,47.3,161.0,59.4,66.7,0.87,0.4,88,79.4,28.5,304.88,285.57,0.937,76.2,100.0,75.6,33.4,5.6,11.4,37.0,3.69,0.935,377.42,244.7,0.648,50.5,53.0,79.5,66389.0,40.9,47.0,0.58,346.12,209.23,0.604,0.79,71.9,0.0243,79.0,46.5,59.3,600.81,503.51,0.838,61.8,54.9,0.53,21.2,639.0,180.95,202.23,66.0,53.9,36.4,43.5,51.4,2.17,59.0,46.6,52.4,52.7,0.9,0.757
190,Puri,Odisha,OD,2018,C,695445,422,11.4,88.6,26.4,59.1,0.889,60184.0,10.8,44.4,9.4,87327.0,4850.0,44.1,51.2,212.0,74.3,66.4,0.96,0.3,27,66.9,31.5,193.86,138.46,0.714,68.5,91.3,69.5,23.4,7.9,17.4,41.0,3.44,0.876,242.1,211.32,0.873,55.1,54.3,70.4,56809.0,67.0,50.4,0.32,258.0,206.7,0.801,0.62,41.7,0.022,62.8,7.2,40.8,341.93,261.42,0.765,46.1,31.1,0.69,11.4,490.0,120.97,127.98,39.3,24.9,48.4,15.0,31.4,1.78,66.6,58.6,82.7,69.3,0.9,0.788
191,Puri,Odisha,OD,2019,C,708365,353,11.9,88.1,17.7,68.1,0.954,65753.0,6.1,39.6,8.4,87212.0,4981.0,56.6,50.2,194.0,77.2,63.9,0.49,0.27,96,74.8,35.1,223.29,162.58,0.728,72.7,92.9,68.4,27.6,7.2,18.5,38.0,3.22,0.895,255.6,227.96,0.892,62.4,59.0,79.5,58245.0,52.4,31.0,0.38,258.18,216.42,0.838,0.48,83.0,0.0185,68.3,12.1,41.2,395.51,239.86,0.606,45.0,35.0,0.38,8.4,524.0,126.78,139.89,29.6,32.6,41.4,23.5,31.2,1.53,68.5,56.3,71.9,65.6,0.9,0.766
192,Puri,Odisha,OD,2020,C,712026,170,15.3,84.7,17.5,60.6,0.885,70916.0,8.9,42.4,7.1,92286.0,5093.0,62.3,51.9,171.0,77.1,65.8,1.02,0.31,93,78.0,37.0,235.45,206.01,0.875,71.9,92.5,73.8,29.5,9.3,17.3,38.0,3.38,0.945,273.77,192.82,0.704,55.2,47.7,69.4,58518.0,64.6,28.7,0.55,281.51,242.72,0.862,0.77,62.0,0.029,66.2,24.5,48.4,398.2,279.9,0.703,45.3,44.7,0.51,14.0,530.0,131.7,156.21,51.0,42.0,25.9,29.0,38.2,2.3,65.8,53.5,69.1,62.8,0.9,0.786
193,Puri,Odisha,OD,2021,C,729729,150,13.2,86.8,20.8,62.4,0.943,72436.0,8.9,36.2,6.7,95933.0,5420.0,83.6,49.9,177.0,62.7,67.6,1.13,0.47,31,74.9,33.9,257.25,243.98,0.948,73.8,92.0,77.5,29.7,8.2,15.6,38.0,3.26,0.903,294.48,257.51,0.874,44.9,48.9,72.0,61268.0,69.9,34.9,0.35,299.13,249.83,0.835,0.52,78.3,0.0251,72.6,27.9,55.4,420.98,249.96,0.594,50.0,43.5,0.85,16.0,547.0,141.91,157.97,60.1,45.1,38.8,31.7,45.0,2.55,62.8,52.7,63.0,59.5,0.9,0.813
194,Puri,Odisha,OD,2022,C,741607,223,16.0,84.0,33.4,66.2,0.965,77074.0,10.0,39.1,11.7,106159.0,5717.0,89.7,52.9,158.0,74.0,66.5,0.82,0.54,86,78.2,36.2,255.97,216.08,0.844,73.4,94.5,70.6,33.8,7.1,18.4,39.0,3.12,0.922,312.77,285.04,0.911,43.9,63.8,86.7,67535.0,49.1,67.6,0.53,292.47,171.17,0.585,0.83,46.6,0.0249,70.5,31.9,49.9,493.52,363.44,0.736,57.0,48.9,0.88,18.1,590.0,152.47,170.19,51.7,41.3,63.3,30.8,46.2,2.26,66.0,52.9,67.1,62.0,0.9,0.769
195,Puri,Odisha,OD,2023,C,748729,213,17.8,82.2,35.1,59.0,0.97,81512.0,7.7,37.8,14.0,103181.0,5697.0,44.6,45.7,170.0,70.3,67.4,1.21,0.42,40,73.1,34.3,287.11,238.14,0.829,73.4,95.5,79.6,26.6,7.5,13.8,35.0,3.74,0.93,340.66,281.54,0.826,54.2,61.9,81.3,65488.0,59.4,53.6,0.26,329.45,233.03,0.707,0.85,87.2,0.0249,75.0,39.2,57.0,534.83,436.02,0.815,51.3,51.1,0.9,21.3,619.0,164.09,179.66,65.1,47.7,61.6,44.0,54.8,2.76,61.7,52.4,53.1,55.7,0.9,0.794
196,Puri,Odisha,OD,2024,C,750578,195,16.8,83.2,30.1,66.1,0.989,86782.0,4.2,33.1,9.6,111146.0,6098.0,43.2,45.2,148.0,63.9,66.5,0.89,0.62,49,80.8,34.2,301.44,271.47,0.901,73.3,97.0,75.6,27.3,5.9,13.7,39.0,4.04,0.923,349.89,259.66,0.742,52.3,63.4,80.1,66302.0,58.4,66.4,0.61,337.33,189.55,0.562,0.7,59.6,0.0266,79.6,46.2,57.9,542.66,354.69,0.654,58.2,52.4,0.54,23.5,623.0,164.54,185.87,67.0,44.2,58.9,39.1,52.7,2.41,60.5,51.0,55.9,55.8,0.9,0.715
197,Rourkela,Odisha,OD,2018,C,725469,2224,44.2,55.8,37.2,65.2,0.923,91555.0,6.0,41.4,6.4,87229.0,4859.0,110.2,50.7,208.0,76.6,65.7,0.92,0.6,31,69.7,33.0,201.93,124.2,0.615,76.9,90.6,74.2,25.3,7.6,18.3,41.0,3.42,0.881,252.09,229.97,0.912,52.4,42.4,69.4,52395.0,69.6,36.2,0.9,265.36,193.17,0.728,0.7,43.7,0.0296,64.4,26.1,39.4,374.37,267.26,0.714,46.9,39.0,0.39,5.8,488.0,118.49,132.35,38.6,40.0,19.4,22.2,31.0,1.7,66.7,53.5,75.9,65.4,0.9,0.742
198,Rourkela,Odisha,OD,2019,C,735445,3240,45.7,54.3,20.6,62.3,0.886,93294.0,7.2,43.7,8.5,85130.0,4959.0,73.7,50.6,196.0,62.1,65.2,1.16,0.61,27,76.4,33.2,225.49,153.39,0.68,78.7,93.6,69.4,21.4,7.1,20.6,41.0,2.75,0.913,280.19,230.88,0.824,47.7,57.4,72.8,56937.0,51.0,60.0,0.9,277.21,139.44,0.503,1.01,43.9,0.0273,67.1,30.8,44.5,386.71,337.89,0.874,44.4,35.7,0.85,7.1,523.0,131.21,141.51,49.9,37.1,36.4,31.4,39.4,1.8,63.8,53.7,68.8,62.1,0.9,0.72
